id, body, eyes, mouth, hat, clothes, earring
1843, Light Brown, See Stuff, Argh, , Moon, Ear Cuff
1844, Black, Nothappy Longer, Meh Dangerous Smoke 2, Trendy 1, , 
1845, Brown, Notfunny, Blow Bubble, Hiiya, Make Fire, 
1846, Beige, See Stuff, Moo, Fetish, Trench, Silver 2
1847, Machine, Puppy Dog, Whatever, Notsmart, Alcatraz, 
1848, Black, See Stuff, Argh, Whalehunter 1, Ay Sailor, 
1849, Gotsun, Nothappy, Whatever, , Hipster Shirt, 
1850, Red, Money, No Teeth, Whereiswhale, Rappers, 
1851, Light Brown, Round Glasses, Whatever, , , 
1852, Brown, Dead, Meh, Whalehunter 2, Preshistoric, 
1853, Light Brown, Money, What, Service, Trench, 
1854, Machine, Multilevel, Moo, Small Child, Overalls, 
1855, Bad Machine, See Stuff, Argh, , Hipsterneck, Silver 1
1856, Checkered, Notfunny, Whatever, Hat 3, Cool T-Shirt, 
1857, Brown, Machine, Moo, Whereisgiraffe, Not A Suit, 
1858, Light Brown, Dead, Whatever, Whalehunter 2, Cuba, 
1859, Black, Dontsee, Dangerous Smoke 2, , Piercings, 
1860, Dark Brown, Notfunny, Say Aah, , Wifeshirt 2, 
1861, Beige, See Stuff, Yesplease, Manbun, Nofire, 
1862, Brown, Pirate, No Teeth, , Hoodie Black, 
1863, Gotsun, Dontsee, Moo, Hat 2, Chemist, 
1864, Grey, Round Glasses, Whatever, Prison, Vest, Multiple
1865, Beige, Notfunny, Moo, Rabbit, Alcatraz, 
1866, No Signal, Love, Blow Bubble, Hat 2, , 
1867, Gotsun, Devourer, Argh, Whereisgiraffe, Multicolor, 
1868, Beige, Puppy Dog, Now, Prison, Praetexta, 
1869, Holo Rainbow, Notfunny, Argh, Trendy W 1, Blank, Silver 1
1870, Africa Animal, Love, Meh Dangerous Smoke 2, , Not A Suit, 
1871, Holo Rainbow, Notfunny, Dangerous Smoke 2, Whalehunter 1, Nowar, 
1872, Easter Egg, Nothappy, Moo, Hat 2, Vegas Dancer, Silver 2
1873, Gotsun, Pressure, Say Aah, , Honololu, Jesus
1874, Beige, Nothappy Longer, Whatever, Comrade, , 
1875, Dark Brown, Notfunny, Dangerous Smoke 2, Hat 1, Robinson, 
1876, Brown, Bed, Scowl, , Overalls, 
1877, Gotsun, Money, Dangerous Smoke 3, Service, Sweet 16, 
1878, Black, Round Glasses, Meh, Fetish, Onthesea, Gold 2
1879, Easter Egg, Bed, Food, , Ay Sailor, 
1880, Light Brown, Notfunny, Moo, Trendy 1, Wifeshirt 1, 
1881, Checkered, Dontsee, Whatever, Hiiya, Shirt Of Flames, 
1882, Black, Pressure, Say Aah, Catch Robbers, Gentleman, 
1883, Light Brown, Blocksun, Moo, Trick Hat, Preshistoric, Silver 1
1884, Beige, See Stuff, Whatever, Trendy 1, , 
1885, Grey, Blocksun, Dangerous Smoke 2, Punk Short, Alcatraz, 
1886, Gotsun, Love, Say Aah, Comrade, Cycle, 
1887, Brown, See Stuff, Funny, Trendy 1, Alcatraz, 
1888, Gotsun, Blocksun, Argh, , Piercings, 
1889, Lady, Nothappy Longer, No Teeth, War Helmet, Hipster Shirt, 
1890, Light Brown, Round Glasses, Argh, Hiiya, Nowar, 
1891, Beige, Dontsee, Whatever, , Vest, Silver 2
1892, Albino, Pressure, Dangerous Smoke 2, Punk Short, Hippy, Multiple
1893, Light Brown, Dontsee, Meh, Leprechaun, Honololu, 
1894, Brown, Snake, Argh, , Great T-Shirt, Silver 2
1895, Albino, Money, Whatever, , Piercings, 
1896, Black, Notfunny, Meh Dangerous Smoke 3, , Fashion Accesory, Silver 1
1897, Bad Machine, See Stuff, Moo, , Ok, 
1898, Blue, Dontlook, Meh, Trick Hat, Overalls, 
1899, Dark Brown, Multilevel, Scowl, Cook, Hirewomen, 
1900, Easter Egg, Puppy Dog, Meh Dangerous Smoke 3, , Rock, 
1901, Light Brown, Dontlook, Scowl, , Great T-Shirt, Gold 1
1902, Dark Brown, Dontsee, Moo, Small Child, Nofire, 
1903, Africa Animal, Reality, Whatever, Warhat 2, Alcatraz, 
1904, Gotsun, Dontsee, Funny, Hiiya, Cool T-Shirt, 
1905, Beige, Multilevel, Moo, Trendy 1, Fashion Accesory, 
1906, Gotsun, Pressure, Whatever, Notsmart, Vegas Dancer, 
1907, Light Brown, Dontsee, Meh, Mafia, Cuba, Multiple
1908, Brown, Not Nice, Whatever, Whalehunter 2, Nofire, 
1909, Machine, Pressure, Moo, Whereiswhale, Weapon Belt, 
1910, Gotsun, Bed, Whatever, Trendy 1, Cool T-Shirt, 
1911, Blue, Devourer, Hipster Stache, Comrade, Bang Bang, Silver 1
1912, Checkered, Puppy Dog, Yesplease, Manbun, Vest, 
1913, Gotsun, Pirate, Moo, , Weapon Belt, Silver 2
1914, Blue, Dontsee, Dangerous Smoke 2, Jesus Alive, , 
1915, Bloodbath, Pressure, Say Aah, Trendy 1, , 
1916, Blue, Round Glasses, Dangerous Smoke 2, Service, Shirt Of Flames, Gold 1
1917, Dark Brown, Notfunny, Moo, Whalehunter 1, Gentleman, 
1918, Neon Glow, Devourer, Meh, Fetish, Ok, 
1919, Grey, Nothappy Longer, Meh Dangerous Smoke 1, Jesus Alive, Wifeshirt 2, 
1920, Light Brown, Not Nice, Whatever, Visor Hat, Chemist, 
1921, Beige, Notfunny, Dangerous Smoke 3, , Rappers, Silver 2
1922, Black, Bed, Scowl, , Sweet 16, Gold 1
1923, Beige, Devourer, Say Aah, Visor Hat, Cuba, 
1924, Light Brown, Pressure, Meh, Warhat 2, Multicolor, 
1925, Brown, Devourer, No Teeth, Prison, Wifeshirt 1, 
1926, Dark Brown, Reality, Moo, , , 
1927, Bloodbath, Dontlook, Now, Prison, , 
1928, Brown, Money, Whatever, , Trash, 
1929, Woke From Dead, Dontlook, Meh, , Blank, Silver 2
1930, Blue, Multilevel, Funny, Devil, , 
1931, Vector, Dontsee, Dangerous Smoke 2, Have Fun 1, Cool T-Shirt, 
1932, Lady, Notfunny, Meh, Catch Robbers, Hirewomen, 
1933, Candy Cane, Nothappy Longer, Whatever, Whereiswhale, , Gold 2
1934, Machine, See Stuff, Dangerous Smoke 2, , , 
1935, Easter Egg, Blocksun, Argh, , Cuba, 
1936, Dark Brown, Nothappy Longer, Say Aah, Whereiswhale, Ok, 
1937, Brown, Dontsee, What, Whalehunter 2, Vegas Dancer, 
1938, Beige, Machine, Meh Dangerous Smoke 3, , Nowar, 
1939, Dark Brown, Notfunny, Whatever, Trendy 2, Blazer Black, 
1940, Light Brown, Dontsee, Scowl, Warhat 2, Ymca, 
1941, Africa Animal, Notfunny, Knife, Cat Ears, Hipsterneck, 
1942, Brown, Pirate, Meh Dangerous Smoke 2, Mafia, Cuba, 
1943, Bad Machine, Dead, Now, , Costume Old, Gold 1
1944, Nature, Notfunny, Say Aah, Trendy 1, Rock, 
1945, Holo Rainbow, Multilevel, Argh, Comrade, , 
1946, Brown, Love, Now, Side Shave, Vegas Dancer, Silver 2
1947, Light Brown, Multilevel, Meh Dangerous Smoke 2, , Chemist, Silver 1
1948, Dark Brown, Future, Whatever, Hat 3, Blank, 
1949, Brown, Puppy Dog, What, , Honololu, Silver 1
1950, Beige, Love, Meh, Cook, , Gold 2
1951, Dark Brown, Nothappy, Whatever, , , 
1952, Beige, Notfunny, Dangerous Smoke 1, Trendy 1, Trench, Gold 2
1953, Brown, Nothappy, Meh, , Hippy, 
1954, Africa Animal, Undead, What, Visor Hat, Fashion Accesory, 
1955, No Signal, Lazer, Whatever, , , 
1956, Beige, Notfunny, Hipster Stache, Warhat 2, Shirt Of Flames, 
1957, Light Brown, Puppy Dog, Scowl, , , 
1958, Beige, Notfunny, Whatever, , Ymca, Gold 1
1959, Black, Round Glasses, Now, , Hippy, 
1960, Blue, Reality, Whatever, , Multicolor, 
1961, Dark Brown, Notfunny, Meh, Punk Short, Trash, 
1962, Easter Egg, See Stuff, Whatever, Cat Ears, Hipster Shirt, 
1963, Light Brown, Notfunny, Say Aah, Notsmart, Vest, Ear Cuff
1964, Black, Love, Meh, Mafia, , 
1965, Albino, Not Nice, Whatever, Rabbit, Not A Suit, 
1966, Dark Brown, Round Glasses, Meh Dangerous Smoke 2, Prison, Wifeshirt 1, 
1967, Grey, Money, Moo, Hat 3, Moon, 
1968, Neon Glow, Nothappy Longer, Meh, Hiiya, Alcatraz, 
1969, Gotsun, Money, Whatever, Notsmart, Great T-Shirt, 
1970, Grey, See Stuff, Dangerous Smoke 3, Comrade, Preshistoric, 
1971, Beige, Notfunny, Dangerous Smoke 2, Trendy W 2, Sweet Jacket, 
1972, Gotsun, Dontsee, Meh Dangerous Smoke 1, Prison, Cuba, Multiple
1973, Easter Egg, Bed, What, Winter Hat, Ay Sailor, Jesus
1974, Black, Pressure, Moo, Jesus Alive, Sweet Jacket, Gold 2
1975, Light Brown, Bed, Funny, Devil, Not A Suit, 
1976, Grey, Snake, Meh Dangerous Smoke 2, Punk Short, Fashion Accesory, Gold 2
1977, Candy Cane, Money, Rainbow, Trendy 1, , 
1978, Brown, Puppy Dog, Moo, , Wifeshirt 1, 
1979, Black, Blocksun, Whatever, Warhat 2, Cuba, 
1980, Nature, Nothappy, Meh Dangerous Smoke 2, , , 
1981, Light Brown, Devourer, What, Trick Hat, Blank, 
1982, Red, See Stuff, Whatever, , Cool T-Shirt, Silver 2
1983, Machine, Money, Bling, , Preshistoric, 
1984, Light Brown, Dontsee, Meh, Visor Hat, Blank, Gold 2
1985, Albino, Machine, Buck Teeth, , Moon, 
1986, Brown, Undead, Gold Bling, , Weapon Belt, 
1987, Africa Animal, Notfunny, Dangerous Smoke 2, Antique, , 
1988, Blue, See Stuff, Whatever, , Shirt Of Flames, Jesus
1989, Machine, Nothappy Longer, Meh, Hat 1, Hoodie Red, 
1990, Light Brown, See Stuff, Bling, , Vest, 
1991, Africa Animal, Bed, Now, Cook, Onthesea, Silver 1
1992, Dark Brown, Multilevel, Meh Dangerous Smoke 3, , Broken, 
1993, Vector, Notfunny, Whatever, Mafia, Gentleman, 
1994, Easter Egg, Nothappy Longer, Dangerous Smoke 1, , Blank, 
1995, Red, Notfunny, Meh, Service, Moon, 
1996, Brown, Money, What, , Overalls, 
1997, Dark Brown, Dontsee, Yesplease, Prison, Cool T-Shirt, 
1998, Black, Undead, Meh, War Helmet, Rappers, 
1999, Brown, Notfunny, What, Comrade, Great T-Shirt, 
